"","genotype","celltype","count","proportion","time_point"
"544","GATA4het","EnP",1,0.0045045045045045,"D11"
"545","GATA6","Endothelial",107,0.699346405228758,"D11"
"546","GATA6","PP",27,0.176470588235294,"D11"
"547","GATA6","Stromal",16,0.104575163398693,"D11"
"548","GATA6","Ductal",2,0.0130718954248366,"D11"
"549","GATA6","EnP",1,0.0065359477124183,"D11"
"550","GATA6het","PP",105,0.509708737864078,"D11"
"551","GATA6het","Stromal",79,0.383495145631068,"D11"
"552","GATA6het","Endothelial",6,0.029126213592233,"D11"
"553","GATA6het","Liver",5,0.0242718446601942,"D11"
"554","GATA6het","PFG",4,0.0194174757281553,"D11"
"555","GATA6het","Mesenchymal_Stromal",3,0.0145631067961165,"D11"
"556","GATA6het","DE",2,0.00970873786407767,"D11"
"557","GATA6het","Ductal",2,0.00970873786407767,"D11"
"558","GLIS3","PP",38,0.808510638297872,"D11"
"559","GLIS3","EnP",3,0.0638297872340425,"D11"
"560","GLIS3","Mesenchymal_Stromal",3,0.0638297872340425,"D11"
"561","GLIS3","PFG",1,0.0212765957446809,"D11"
"562","GLIS3","Ductal",1,0.0212765957446809,"D11"
"563","GLIS3","Stromal",1,0.0212765957446809,"D11"
"564","GSC","Stromal",107,0.732876712328767,"D11"
"565","GSC","PP",33,0.226027397260274,"D11"
"566","GSC","Endothelial",4,0.0273972602739726,"D11"
"567","GSC","PFG",1,0.00684931506849315,"D11"
"568","GSC","Mesenchymal_Stromal",1,0.00684931506849315,"D11"
"569","HHEX","Stromal",17,0.653846153846154,"D11"
"570","HHEX","Ductal",3,0.115384615384615,"D11"
"571","HHEX","Endothelial",3,0.115384615384615,"D11"
"572","HHEX","Liver",2,0.0769230769230769,"D11"
"573","HHEX","PP",1,0.0384615384615385,"D11"
"574","HHEXe","Stromal",28,0.417910447761194,"D11"
"575","HHEXe","PP",26,0.388059701492537,"D11"
"576","HHEXe","Ductal",6,0.0895522388059701,"D11"
"577","HHEXe","DE",2,0.0298507462686567,"D11"
"578","HHEXe","Endothelial",2,0.0298507462686567,"D11"
"579","HHEXe","Liver",2,0.0298507462686567,"D11"
"580","HHEXe","EnP",1,0.0149253731343284,"D11"
"581","HHEXhet","Stromal",2,0.666666666666667,"D11"
"582","HHEXhet","Ductal",1,0.333333333333333,"D11"
"583","HNF4A","PP",106,0.716216216216216,"D11"
"584","HNF4A","Stromal",27,0.182432432432432,"D11"
"585","HNF4A","PFG",6,0.0405405405405405,"D11"
"586","HNF4A","Ductal",3,0.0202702702702703,"D11"
"587","HNF4A","EnP",2,0.0135135135135135,"D11"
"588","HNF4A","Mesenchymal_Stromal",2,0.0135135135135135,"D11"
"589","HNF4A","Endothelial",1,0.00675675675675676,"D11"
"590","HNF4A","Liver",1,0.00675675675675676,"D11"
"591","HNF4Ahet","PP",88,0.511627906976744,"D11"
"592","HNF4Ahet","Stromal",64,0.372093023255814,"D11"
"593","HNF4Ahet","Mesenchymal_Stromal",7,0.0406976744186047,"D11"
"594","HNF4Ahet","PFG",5,0.0290697674418605,"D11"
"595","HNF4Ahet","EnP",2,0.0116279069767442,"D11"
"596","HNF4Ahet","Endothelial",2,0.0116279069767442,"D11"
"597","HNF4Ahet","Liver",2,0.0116279069767442,"D11"
"598","HNF4Ahet","ESC",1,0.00581395348837209,"D11"
"599","HNF4Ahet","DE",1,0.00581395348837209,"D11"
"600","KDM2B","PP",3,0.6,"D11"
"601","KDM2B","Liver",2,0.4,"D11"
"602","MNX1","PP",617,0.67579408543264,"D11"
"603","MNX1","Stromal",94,0.102957283680175,"D11"
"604","MNX1","PFG",73,0.0799561883899233,"D11"
"605","MNX1","EnP",56,0.0613362541073384,"D11"
"606","MNX1","Ductal",22,0.0240963855421687,"D11"
"607","MNX1","Mesenchymal_Stromal",22,0.0240963855421687,"D11"
"608","MNX1","ESC",9,0.00985761226725082,"D11"
"609","MNX1","Liver",8,0.00876232201533406,"D11"
"610","MNX1","Endothelial",7,0.00766703176341731,"D11"
"611","MNX1","DE",4,0.00438116100766703,"D11"
"612","MNX1","SC-EC",1,0.00109529025191676,"D11"
"613","NANOGehet","PP",75,0.789473684210526,"D11"
"614","NANOGehet","PFG",8,0.0842105263157895,"D11"
"615","NANOGehet","EnP",4,0.0421052631578947,"D11"
"616","NANOGehet","Liver",4,0.0421052631578947,"D11"
"617","NANOGehet","Ductal",2,0.0210526315789474,"D11"
"618","NANOGehet","ESC",1,0.0105263157894737,"D11"
"619","NANOGehet","Mesenchymal_Stromal",1,0.0105263157894737,"D11"
"620","NEUROD1","PP",236,0.735202492211838,"D11"
"621","NEUROD1","Stromal",40,0.124610591900312,"D11"
"622","NEUROD1","PFG",14,0.043613707165109,"D11"
"623","NEUROD1","EnP",11,0.0342679127725857,"D11"
"624","NEUROD1","Mesenchymal_Stromal",11,0.0342679127725857,"D11"
"625","NEUROD1","Liver",6,0.0186915887850467,"D11"
"626","NEUROD1","ESC",2,0.00623052959501558,"D11"
"627","NEUROD1","Ductal",1,0.00311526479750779,"D11"
"628","NGN3","PP",133,0.777777777777778,"D11"
"629","NGN3","PFG",13,0.0760233918128655,"D11"
"630","NGN3","Stromal",9,0.0526315789473684,"D11"
"631","NGN3","Mesenchymal_Stromal",5,0.0292397660818713,"D11"
"632","NGN3","Ductal",3,0.0175438596491228,"D11"
"633","NGN3","Endothelial",3,0.0175438596491228,"D11"
"634","NGN3","DE",2,0.0116959064327485,"D11"
"635","NGN3","ESC",1,0.00584795321637427,"D11"
"636","NGN3","EnP",1,0.00584795321637427,"D11"
"637","NGN3","Liver",1,0.00584795321637427,"D11"
"638","NKX2-2","PP",714,0.642664266426643,"D11"
"639","NKX2-2","EnP",212,0.190819081908191,"D11"
"640","NKX2-2","PFG",77,0.0693069306930693,"D11"
"641","NKX2-2","Stromal",36,0.0324032403240324,"D11"
"642","NKX2-2","Mesenchymal_Stromal",18,0.0162016201620162,"D11"
"643","NKX2-2","Liver",17,0.0153015301530153,"D11"
"644","NKX2-2","ESC",12,0.0108010801080108,"D11"
"645","NKX2-2","Ductal",8,0.0072007200720072,"D11"
"646","NKX2-2","DE",7,0.0063006300630063,"D11"
"647","NKX2-2","SC-delta",7,0.0063006300630063,"D11"
"648","NKX2-2","Endothelial",2,0.0018001800180018,"D11"
"649","NKX2-2","SC-alpha",1,0.0009000900090009,"D11"
"650","ONECUT1e","PP",130,0.742857142857143,"D11"
"651","ONECUT1e","Stromal",15,0.0857142857142857,"D11"
"652","ONECUT1e","PFG",8,0.0457142857142857,"D11"
"653","ONECUT1e","Mesenchymal_Stromal",5,0.0285714285714286,"D11"
"654","ONECUT1e","Liver",4,0.0228571428571429,"D11"
"655","ONECUT1e","Ductal",3,0.0171428571428571,"D11"
"656","ONECUT1e","Endothelial",3,0.0171428571428571,"D11"
"657","ONECUT1e","ESC",2,0.0114285714285714,"D11"
"658","ONECUT1e","DE",2,0.0114285714285714,"D11"
"659","ONECUT1e","EnP",2,0.0114285714285714,"D11"
"660","ONECUT1e","SC-delta",1,0.00571428571428571,"D11"
"661","OTUD5","PP",209,0.757246376811594,"D11"
"662","OTUD5","PFG",20,0.072463768115942,"D11"
"663","OTUD5","Stromal",18,0.0652173913043478,"D11"
"664","OTUD5","EnP",9,0.0326086956521739,"D11"
"665","OTUD5","Liver",5,0.0181159420289855,"D11"
"666","OTUD5","ESC",3,0.0108695652173913,"D11"
"667","OTUD5","Ductal",3,0.0108695652173913,"D11"
"668","OTUD5","Mesenchymal_Stromal",3,0.0108695652173913,"D11"
"669","OTUD5","DE",2,0.0072463768115942,"D11"
"670","OTUD5","Endothelial",2,0.0072463768115942,"D11"
"671","OTUD5","SC-alpha",1,0.0036231884057971,"D11"
"672","OTUD5","SC-delta",1,0.0036231884057971,"D11"
"673","PAX6","PP",235,0.4249547920434,"D11"
"674","PAX6","EnP",202,0.365280289330922,"D11"
"675","PAX6","Stromal",54,0.0976491862567812,"D11"
"676","PAX6","PFG",26,0.0470162748643761,"D11"
"677","PAX6","Liver",12,0.0216998191681736,"D11"
"678","PAX6","Ductal",9,0.0162748643761302,"D11"
"679","PAX6","ESC",6,0.0108499095840868,"D11"
"680","PAX6","SC-EC",3,0.0054249547920434,"D11"
"681","PAX6","Mesenchymal_Stromal",3,0.0054249547920434,"D11"
"682","PAX6","SC-alpha",2,0.00361663652802893,"D11"
"683","PAX6","Endothelial",1,0.00180831826401447,"D11"
